,input,input_type,values_type,size
19432,"[29, 34, 35, 12]",<class 'list'>,<class 'int'>,4
19433,"[11, 35, 14, 24, 34, 46, 14]",<class 'list'>,<class 'int'>,7
19434,"[24, 13, 36, 27, 13, 39, 39, 19]",<class 'list'>,<class 'int'>,8
19435,"[46, 22, 14]",<class 'list'>,<class 'int'>,3
19436,"[5, 27, 14, 13, 18, 49, 37, 40, 48, 19, 14, 48, 3, 47]",<class 'list'>,<class 'int'>,14
19437,"[9, 35, 1, 31, 16, 11, 33, 22, 7, 46, 37, 41]",<class 'list'>,<class 'int'>,12
19438,"[11, 32, 20, 22, 13, 32, 12, 11, 32, 9, 15]",<class 'list'>,<class 'int'>,11
19439,"[49, 46, 40, 16, 46, 9, 37, 45, 12, 25, 33, 6, 6, 12]",<class 'list'>,<class 'int'>,14
19440,"[20, 35, 39, 21, 38, 42, 39, 11, 17, 44, 23, 20, 16, 22]",<class 'list'>,<class 'int'>,14
19441,"[17, 37, 21, 37, 44, 22, 42, 7, 17, 11, 38, 6, 21]",<class 'list'>,<class 'int'>,13
19442,"[39, 21, 37, 2, 13, 44, 14, 5]",<class 'list'>,<class 'int'>,8
19443,"[15, 25, 39, 27, 16, 5]",<class 'list'>,<class 'int'>,6
19444,"[35, 33, 19, 36, 43, 30, 3, 43, 36, 24, 6, 11, 45, 24]",<class 'list'>,<class 'int'>,14
19445,"[5, 23, 31, 3, 24, 21, 25, 11, 19, 45, 32, 2]",<class 'list'>,<class 'int'>,12
19446,"[16, 18, 20, 28, 28, 31, 19, 32, 38]",<class 'list'>,<class 'int'>,9
19447,"[49, 31, 48, 29, 35, 24, 18, 36, 20, 27, 13, 9, 7, 26]",<class 'list'>,<class 'int'>,14
19448,"[41, 6, 3, 16]",<class 'list'>,<class 'int'>,4
19449,"[17, 36, 43, 11, 20, 2, 35, 18]",<class 'list'>,<class 'int'>,8
19450,"[31, 35, 29, 10, 31, 42, 18, 11, 9, 25, 49, 13, 27]",<class 'list'>,<class 'int'>,13
19451,"[48, 45, 18, 49]",<class 'list'>,<class 'int'>,4
19452,"[11, 26, 15, 22, 3, 12, 48, 42, 36, 46, 37, 37]",<class 'list'>,<class 'int'>,12
19453,"[42, 33, 17, 41, 44, 35, 27, 35, 46, 1, 1, 28, 36]",<class 'list'>,<class 'int'>,13
19454,"[42, 47, 17, 38, 17, 9, 28, 26]",<class 'list'>,<class 'int'>,8
19455,"[49, 16, 48, 46, 13, 25, 15]",<class 'list'>,<class 'int'>,7
19456,"[10, 20, 13, 37, 49, 2, 43, 17, 40, 46]",<class 'list'>,<class 'int'>,10
19457,"[37, 22, 21, 28, 41, 11, 25, 8, 13]",<class 'list'>,<class 'int'>,9
19458,"[49, 43, 1, 20, 48, 7, 16, 31, 45]",<class 'list'>,<class 'int'>,9
19459,"[25, 29, 4, 14, 4, 42, 27, 38, 42, 45, 29, 41]",<class 'list'>,<class 'int'>,12
19460,"[4, 20, 17, 10, 36, 10, 36, 36, 42, 15, 16, 22, 48, 3]",<class 'list'>,<class 'int'>,14
19461,"[9, 2, 16, 32, 42, 8, 1]",<class 'list'>,<class 'int'>,7
19462,"[4, 37, 20, 43, 32, 1, 49, 31, 49, 30, 32, 2]",<class 'list'>,<class 'int'>,12
19463,"[10, 13, 32, 3]",<class 'list'>,<class 'int'>,4
19464,"[25, 23, 16, 46, 22, 21, 32, 2, 41, 19, 15, 28, 24, 16]",<class 'list'>,<class 'int'>,14
19465,"[10, 43, 41, 14, 5, 21, 42, 24, 49, 37, 33, 33, 2]",<class 'list'>,<class 'int'>,13
19466,"[17, 8, 30, 11, 40, 48, 39, 46, 40, 39]",<class 'list'>,<class 'int'>,10
19467,"[21, 3, 27, 17, 28, 31]",<class 'list'>,<class 'int'>,6
19468,"[18, 46, 27, 29, 34]",<class 'list'>,<class 'int'>,5
19469,"[34, 39, 23, 28, 9, 47, 26, 26, 20, 23]",<class 'list'>,<class 'int'>,10
19470,"[3, 27, 45, 6, 21, 39, 11, 5, 17, 4, 20, 24]",<class 'list'>,<class 'int'>,12
19471,"[8, 33, 3, 19, 13, 46, 19, 23, 2, 17, 33, 7]",<class 'list'>,<class 'int'>,12
19472,"[32, 7, 47, 5, 22]",<class 'list'>,<class 'int'>,5
19473,"[11, 14, 2, 24, 33, 39, 19, 39, 16, 35, 23, 45]",<class 'list'>,<class 'int'>,12
19474,"[29, 17, 47, 48, 17, 6, 47, 35, 42]",<class 'list'>,<class 'int'>,9
19475,"[26, 3, 17, 17]",<class 'list'>,<class 'int'>,4
19476,"[44, 5, 1, 20, 20, 39, 45, 21, 13, 34]",<class 'list'>,<class 'int'>,10
19477,"[48, 11, 22, 44, 22, 38, 20, 16, 39]",<class 'list'>,<class 'int'>,9
19478,"[35, 38, 19, 31, 8, 22, 35, 26, 15]",<class 'list'>,<class 'int'>,9
19479,"[2, 11, 12, 4, 11, 31, 6, 5, 11, 24, 10, 25, 40, 9]",<class 'list'>,<class 'int'>,14
19480,"[7, 1, 48, 11, 9, 35, 21, 30]",<class 'list'>,<class 'int'>,8
19481,"[45, 48, 36, 36, 1, 41, 33, 44, 12, 6, 40, 18]",<class 'list'>,<class 'int'>,12
19482,"[8, 40, 45, 35, 12, 1, 42, 20, 18, 46]",<class 'list'>,<class 'int'>,10
19483,"[27, 7, 47, 13, 37, 42, 4, 5, 42, 47, 12, 46, 42]",<class 'list'>,<class 'int'>,13
19484,"[5, 7, 28, 1, 14, 36, 29, 1, 8, 1, 27]",<class 'list'>,<class 'int'>,11
19485,"[10, 36, 45, 27, 21, 6, 7, 34, 19, 36, 25, 38, 8]",<class 'list'>,<class 'int'>,13
19486,"[20, 22, 6, 25, 19, 30, 49, 23, 17, 1, 22, 45, 25, 1]",<class 'list'>,<class 'int'>,14
19487,"[38, 37, 29, 43, 19, 2, 16, 45, 44, 5]",<class 'list'>,<class 'int'>,10
19488,"[4, 1, 44]",<class 'list'>,<class 'int'>,3
19489,"[37, 1, 18, 10, 11, 37, 22, 44, 9, 40, 47, 11]",<class 'list'>,<class 'int'>,12
19490,"[12, 25, 29, 3, 40, 39, 38, 6, 21, 46, 14, 14]",<class 'list'>,<class 'int'>,12
19491,"[36, 11, 29, 49, 31]",<class 'list'>,<class 'int'>,5
19492,"[18, 39, 44, 12, 2, 4, 19, 6, 21, 11, 13]",<class 'list'>,<class 'int'>,11
19493,"[31, 33, 7, 5]",<class 'list'>,<class 'int'>,4
19494,"[17, 1, 4, 30, 17, 26, 3, 14, 6, 44, 49, 19, 23]",<class 'list'>,<class 'int'>,13
19495,"[2, 39, 3, 14, 35, 42, 36, 37, 48, 34, 42, 31, 12]",<class 'list'>,<class 'int'>,13
19496,"[44, 26, 44, 13, 4, 38, 43, 9, 25, 15]",<class 'list'>,<class 'int'>,10
19497,"[16, 2, 23, 17, 20, 48, 39, 39, 41, 3, 7, 28, 30]",<class 'list'>,<class 'int'>,13
19498,"[2, 6, 15, 24, 18, 14, 3, 13, 16, 32]",<class 'list'>,<class 'int'>,10
19499,"[32, 29, 17, 35, 49, 19, 23, 24, 4, 46, 6, 25, 16, 36]",<class 'list'>,<class 'int'>,14
19500,"[47, 36, 2, 19, 36, 4, 18, 2, 17, 18]",<class 'list'>,<class 'int'>,10
19501,"[2, 18, 49, 43, 39, 19, 12, 32, 34, 12, 49, 44, 48, 23]",<class 'list'>,<class 'int'>,14
19502,"[21, 39, 31, 14, 49, 37, 28, 24]",<class 'list'>,<class 'int'>,8
19503,"[32, 42, 30, 15, 8]",<class 'list'>,<class 'int'>,5
19504,"[4, 34, 5, 3, 17, 24, 18, 11, 2, 13, 40, 49, 16]",<class 'list'>,<class 'int'>,13
19505,"[5, 13, 20]",<class 'list'>,<class 'int'>,3
19506,"[18, 18, 35, 27]",<class 'list'>,<class 'int'>,4
19507,"[39, 23, 11, 32, 16, 12, 48, 16, 43]",<class 'list'>,<class 'int'>,9
19508,"[17, 42, 3, 7, 25, 16, 12, 8, 46, 6, 14, 34]",<class 'list'>,<class 'int'>,12
19509,"[1, 40, 47, 18, 17, 15]",<class 'list'>,<class 'int'>,6
19510,"[15, 24, 36, 30, 34]",<class 'list'>,<class 'int'>,5
19511,"[9, 10, 14, 31, 28, 31, 49, 35, 22, 43, 8, 5, 3]",<class 'list'>,<class 'int'>,13
19512,"[3, 3, 32, 10, 37, 24, 35, 13, 25]",<class 'list'>,<class 'int'>,9
19513,"[24, 22, 32, 25]",<class 'list'>,<class 'int'>,4
19514,"[1, 25, 21, 26, 35, 47, 14, 7, 2, 11, 25]",<class 'list'>,<class 'int'>,11
19515,"[9, 12, 4, 26, 48, 49, 46]",<class 'list'>,<class 'int'>,7
19516,"[38, 45, 18, 19, 22, 1, 41]",<class 'list'>,<class 'int'>,7
19517,"[20, 4, 29, 12]",<class 'list'>,<class 'int'>,4
19518,"[46, 20, 11, 13, 9]",<class 'list'>,<class 'int'>,5
19519,"[27, 2, 26, 21, 27, 21, 49, 11, 4, 23]",<class 'list'>,<class 'int'>,10
19520,"[3, 12, 34]",<class 'list'>,<class 'int'>,3
19521,"[28, 37, 4, 1, 33, 37, 15, 40, 45, 46, 27, 26, 36]",<class 'list'>,<class 'int'>,13
19522,"[21, 34, 20, 3, 35, 43, 20, 5, 38, 1, 37, 38, 45, 14]",<class 'list'>,<class 'int'>,14
19523,"[37, 16, 11, 30]",<class 'list'>,<class 'int'>,4
19524,"[36, 19, 4, 24, 32, 49]",<class 'list'>,<class 'int'>,6
19525,"[1, 28, 40, 23, 8, 27]",<class 'list'>,<class 'int'>,6
19526,"[41, 41, 19, 6, 21, 23, 16, 17, 39, 28, 13, 29]",<class 'list'>,<class 'int'>,12
19527,"[2, 20, 13, 48, 32, 8]",<class 'list'>,<class 'int'>,6
19528,"[47, 16, 38, 5, 19, 18, 43, 4, 46, 8, 6]",<class 'list'>,<class 'int'>,11
19529,"[11, 39, 29, 39, 27, 18, 47]",<class 'list'>,<class 'int'>,7
19530,"[21, 42, 10, 22, 1, 22, 12, 35, 3, 39, 11, 2, 4]",<class 'list'>,<class 'int'>,13
19531,"[45, 13, 28, 10, 3, 31]",<class 'list'>,<class 'int'>,6
19532,"[35, 9, 28, 28, 39, 35, 23]",<class 'list'>,<class 'int'>,7
19533,"[46, 26, 36, 16, 49]",<class 'list'>,<class 'int'>,5
19534,"[27, 49, 49, 24, 10]",<class 'list'>,<class 'int'>,5
19535,"[26, 42, 38, 34, 47, 18, 34, 9, 42, 30, 35]",<class 'list'>,<class 'int'>,11
19536,"[15, 23, 29, 37, 6, 1, 24]",<class 'list'>,<class 'int'>,7
19537,"[38, 46, 40, 6, 27, 33, 27]",<class 'list'>,<class 'int'>,7
19538,"[2, 14, 6, 40, 26, 11, 5, 2, 45]",<class 'list'>,<class 'int'>,9
19539,"[18, 7, 35, 30, 22, 37, 43, 12, 48, 45, 49]",<class 'list'>,<class 'int'>,11
19540,"[28, 13, 47, 13, 30, 32, 20, 30, 40, 24, 35, 16, 43, 12]",<class 'list'>,<class 'int'>,14
19541,"[45, 48, 10, 1, 16, 10, 28, 4, 35, 31]",<class 'list'>,<class 'int'>,10
19542,"[43, 18, 27, 5, 17, 43, 19, 26]",<class 'list'>,<class 'int'>,8
19543,"[19, 31, 48, 31, 4]",<class 'list'>,<class 'int'>,5
19544,"[35, 3, 21, 27, 10, 25, 48, 25, 26, 16, 20, 39]",<class 'list'>,<class 'int'>,12
19545,"[34, 31, 27, 7]",<class 'list'>,<class 'int'>,4
19546,"[39, 24, 25, 15, 38, 5, 26, 3]",<class 'list'>,<class 'int'>,8
19547,"[34, 26, 39, 26, 23, 30, 33, 23, 42, 35, 48, 23, 7]",<class 'list'>,<class 'int'>,13
19548,"[32, 25, 2, 39]",<class 'list'>,<class 'int'>,4
19549,"[13, 38, 2]",<class 'list'>,<class 'int'>,3
19550,"[44, 11, 30]",<class 'list'>,<class 'int'>,3
19551,"[41, 12, 20, 2, 49, 38, 5, 31, 34, 43, 39]",<class 'list'>,<class 'int'>,11
19552,"[29, 43, 46, 26, 17, 20, 30, 33, 48, 42, 15]",<class 'list'>,<class 'int'>,11
19553,"[2, 15, 13, 4, 34]",<class 'list'>,<class 'int'>,5
19554,"[29, 1, 42, 21, 49, 12]",<class 'list'>,<class 'int'>,6
19555,"[19, 12, 31, 46, 29, 22]",<class 'list'>,<class 'int'>,6
19556,"[34, 21, 15, 40, 42, 28, 35, 43, 9, 14, 30, 1]",<class 'list'>,<class 'int'>,12
19557,"[19, 1, 5, 43, 29, 16, 4, 8, 39, 1, 38, 27]",<class 'list'>,<class 'int'>,12
19558,"[42, 39, 18, 26, 3, 7, 15, 35, 13, 14, 41]",<class 'list'>,<class 'int'>,11
19559,"[44, 11, 22, 2, 36, 38, 15, 1, 24]",<class 'list'>,<class 'int'>,9
19560,"[40, 26, 23, 18, 14, 14, 46, 45, 25, 23, 2]",<class 'list'>,<class 'int'>,11
19561,"[3, 25, 2, 46, 34]",<class 'list'>,<class 'int'>,5
19562,"[41, 30, 33, 41, 14, 46, 18, 3, 33, 29, 19, 6, 31, 30]",<class 'list'>,<class 'int'>,14
19563,"[31, 1, 1, 23, 18, 10, 5, 28, 2, 3, 18, 31, 31, 8]",<class 'list'>,<class 'int'>,14
19564,"[41, 4, 6, 22]",<class 'list'>,<class 'int'>,4
19565,"[2, 18, 22, 47, 27, 41, 43, 19, 33, 44, 16, 23, 38, 6]",<class 'list'>,<class 'int'>,14
19566,"[1, 13, 2, 14, 4]",<class 'list'>,<class 'int'>,5
19567,"[6, 19, 3, 12, 29, 9, 9]",<class 'list'>,<class 'int'>,7
19568,"[1, 6, 13, 2, 25, 14]",<class 'list'>,<class 'int'>,6
19569,"[15, 9, 41, 12, 4, 29, 11]",<class 'list'>,<class 'int'>,7
19570,"[36, 40, 36]",<class 'list'>,<class 'int'>,3
19571,"[29, 24, 13, 38, 44, 41, 37, 15, 11, 18, 26]",<class 'list'>,<class 'int'>,11
19572,"[30, 29, 49, 35, 11, 4, 17, 38, 2, 23, 37, 17]",<class 'list'>,<class 'int'>,12
19573,"[31, 2, 26, 13, 28, 37, 34]",<class 'list'>,<class 'int'>,7
19574,"[35, 5, 9, 25, 18, 6, 10]",<class 'list'>,<class 'int'>,7
19575,"[15, 8, 25, 1, 21, 48, 18, 43, 17, 48, 8, 16, 41, 27]",<class 'list'>,<class 'int'>,14
19576,"[39, 45, 29, 43]",<class 'list'>,<class 'int'>,4
19577,"[9, 44, 11, 27, 23, 45, 2, 37, 44, 8, 38, 32]",<class 'list'>,<class 'int'>,12
19578,"[27, 16, 1, 39, 16, 5, 5]",<class 'list'>,<class 'int'>,7
19579,"[10, 24, 33]",<class 'list'>,<class 'int'>,3
19580,"[4, 48, 15, 11, 42]",<class 'list'>,<class 'int'>,5
19581,"[12, 24, 37, 34, 43, 15, 26, 40, 14, 3, 40]",<class 'list'>,<class 'int'>,11
19582,"[28, 21, 37, 11]",<class 'list'>,<class 'int'>,4
19583,"[11, 3, 13, 15, 23, 29]",<class 'list'>,<class 'int'>,6
19584,"[9, 44, 47, 20, 47, 21, 17, 10, 27]",<class 'list'>,<class 'int'>,9
19585,"[28, 14, 32, 13, 48, 9, 16, 35, 28, 34, 28]",<class 'list'>,<class 'int'>,11
19586,"[24, 49, 13, 5, 25, 42, 39, 35, 17, 23, 33, 18, 22]",<class 'list'>,<class 'int'>,13
19587,"[7, 38, 42, 43]",<class 'list'>,<class 'int'>,4
19588,"[31, 33, 34, 22]",<class 'list'>,<class 'int'>,4
19589,"[45, 35, 29, 37, 4, 32, 1, 29, 35, 1, 28, 4]",<class 'list'>,<class 'int'>,12
19590,"[29, 43, 29, 43, 38, 28, 15, 11]",<class 'list'>,<class 'int'>,8
19591,"[21, 42, 1, 26, 18, 29, 2, 37]",<class 'list'>,<class 'int'>,8
19592,"[49, 31, 26, 21, 17, 49, 25]",<class 'list'>,<class 'int'>,7
19593,"[47, 44, 10, 22, 1, 9, 3, 45, 49, 28, 30]",<class 'list'>,<class 'int'>,11
19594,"[37, 16, 15]",<class 'list'>,<class 'int'>,3
19595,"[1, 19, 6, 49]",<class 'list'>,<class 'int'>,4
19596,"[45, 45, 4, 21]",<class 'list'>,<class 'int'>,4
19597,"[24, 15, 37, 20, 8, 49, 21]",<class 'list'>,<class 'int'>,7
19598,"[32, 44, 26, 40, 27, 5, 34, 29, 26, 14, 38, 38]",<class 'list'>,<class 'int'>,12
19599,"[44, 9, 5, 7, 12, 21, 5, 32, 24]",<class 'list'>,<class 'int'>,9
19600,"[8, 49, 19, 48, 32, 43, 1, 6, 3, 27, 25, 4, 31]",<class 'list'>,<class 'int'>,13
19601,"[5, 32, 33, 27, 2, 45, 24, 8, 33, 41, 39]",<class 'list'>,<class 'int'>,11
19602,"[47, 37, 14, 32, 18, 47, 32, 15, 9, 35, 23, 22, 30]",<class 'list'>,<class 'int'>,13
19603,"[3, 44, 26, 14, 41, 31, 46, 28, 32]",<class 'list'>,<class 'int'>,9
19604,"[35, 38, 25, 26, 44, 8, 22, 23, 20]",<class 'list'>,<class 'int'>,9
19605,"[32, 41, 24, 17, 23, 44, 31, 42, 22, 13, 35, 9]",<class 'list'>,<class 'int'>,12
19606,"[22, 16, 28, 41, 11, 45, 28, 4]",<class 'list'>,<class 'int'>,8
19607,"[6, 42, 11, 25, 34, 34, 15]",<class 'list'>,<class 'int'>,7
19608,"[9, 2, 37, 25, 49, 36, 41, 23]",<class 'list'>,<class 'int'>,8
19609,"[32, 48, 30, 3]",<class 'list'>,<class 'int'>,4
19610,"[45, 45, 25, 8]",<class 'list'>,<class 'int'>,4
19611,"[49, 26, 19, 44, 30, 44, 13]",<class 'list'>,<class 'int'>,7
19612,"[13, 17, 15, 41, 6, 35, 41]",<class 'list'>,<class 'int'>,7
19613,"[18, 31, 33, 15, 37, 22, 32, 29, 21, 4]",<class 'list'>,<class 'int'>,10
19614,"[23, 17, 7, 7, 34]",<class 'list'>,<class 'int'>,5
19615,"[34, 28, 7, 3, 25, 38, 31, 49, 20, 30, 16, 23]",<class 'list'>,<class 'int'>,12
19616,"[46, 27, 34, 6]",<class 'list'>,<class 'int'>,4
19617,"[42, 34, 24, 40, 30, 38, 39, 6]",<class 'list'>,<class 'int'>,8
19618,"[6, 10, 35, 34, 47, 24, 30, 47, 11, 44, 26, 23, 20, 43]",<class 'list'>,<class 'int'>,14
19619,"[5, 13, 14, 12]",<class 'list'>,<class 'int'>,4
19620,"[40, 45, 45, 13, 4, 7, 27, 45, 12]",<class 'list'>,<class 'int'>,9
19621,"[1, 46, 2, 4, 20, 36, 2, 5, 34, 14]",<class 'list'>,<class 'int'>,10
19622,"[35, 26, 8, 3, 39, 29, 24, 11, 45, 6, 36, 12]",<class 'list'>,<class 'int'>,12
19623,"[17, 1, 47, 48, 40, 5, 13, 24, 26, 5, 14]",<class 'list'>,<class 'int'>,11
19624,"[17, 28, 29, 45, 3, 37, 47, 27, 17, 42, 38]",<class 'list'>,<class 'int'>,11
19625,"[46, 8, 12, 14, 4, 5, 15, 9]",<class 'list'>,<class 'int'>,8
19626,"[17, 44, 9, 10, 22, 29, 4, 25, 24, 27, 38]",<class 'list'>,<class 'int'>,11
19627,"[28, 31, 36, 46, 10, 30, 25, 19, 25, 27, 43, 35, 40]",<class 'list'>,<class 'int'>,13
19628,"[38, 22, 24, 48, 28, 17, 29, 14, 11, 16, 21]",<class 'list'>,<class 'int'>,11
19629,"[1, 3, 1]",<class 'list'>,<class 'int'>,3
19630,"[37, 21, 36, 36, 23, 10, 6, 28, 15, 4]",<class 'list'>,<class 'int'>,10
19631,"[6, 23, 27, 20, 36, 28, 48, 13, 34, 5, 23]",<class 'list'>,<class 'int'>,11
19632,"[10, 47, 32]",<class 'list'>,<class 'int'>,3
19633,"[28, 32, 24, 44, 35, 31, 8]",<class 'list'>,<class 'int'>,7
19634,"[33, 18, 31, 21, 41, 45]",<class 'list'>,<class 'int'>,6
19635,"[24, 27, 39, 13, 45, 43, 27, 27]",<class 'list'>,<class 'int'>,8
19636,"[48, 21, 42, 19, 39, 12, 49, 7, 12, 3, 47, 20, 26, 1]",<class 'list'>,<class 'int'>,14
19637,"[25, 6, 15, 6]",<class 'list'>,<class 'int'>,4
19638,"[32, 27, 44, 11, 27, 25, 28, 37, 20, 8, 35, 21, 44]",<class 'list'>,<class 'int'>,13
19639,"[6, 24, 10, 47, 40, 31, 40, 5, 20, 47]",<class 'list'>,<class 'int'>,10
19640,"[46, 17, 49, 12, 17, 12, 31, 21, 27, 37]",<class 'list'>,<class 'int'>,10
19641,"[24, 37, 41, 25, 38, 25, 48, 20]",<class 'list'>,<class 'int'>,8
19642,"[48, 27, 16, 47, 24, 8, 46, 8, 29, 45, 23, 40, 22, 37]",<class 'list'>,<class 'int'>,14
19643,"[43, 2, 37, 30, 34, 15, 37, 36, 23, 18]",<class 'list'>,<class 'int'>,10
19644,"[40, 21, 26, 27, 10, 35, 13, 45, 3, 6, 38, 43]",<class 'list'>,<class 'int'>,12
19645,"[11, 17, 49, 10, 13, 47, 2, 40, 22]",<class 'list'>,<class 'int'>,9
19646,"[8, 38, 2, 18, 25, 17, 42, 7, 28]",<class 'list'>,<class 'int'>,9
19647,"[31, 48, 35, 11, 48, 39, 11, 20, 38, 12, 30, 21, 33]",<class 'list'>,<class 'int'>,13
19648,"[5, 24, 16, 45, 43, 10]",<class 'list'>,<class 'int'>,6
19649,"[2, 1, 2, 37, 5, 26]",<class 'list'>,<class 'int'>,6
19650,"[3, 41, 24, 38, 19, 28, 12, 26, 12, 10, 48, 13]",<class 'list'>,<class 'int'>,12
19651,"[42, 43, 35, 30, 26, 49, 23, 44, 8, 28, 11, 25, 46]",<class 'list'>,<class 'int'>,13
19652,"[40, 47, 21, 4, 26, 41, 27, 33, 23]",<class 'list'>,<class 'int'>,9
19653,"[31, 38, 36, 36, 43, 27, 45, 27, 30, 14, 44, 26, 40]",<class 'list'>,<class 'int'>,13
19654,"[22, 11, 8, 23, 48, 13]",<class 'list'>,<class 'int'>,6
19655,"[49, 46, 24, 3, 4, 48, 41, 45, 37, 22, 35, 22, 27]",<class 'list'>,<class 'int'>,13
19656,"[39, 41, 22]",<class 'list'>,<class 'int'>,3
19657,"[29, 13, 7, 43]",<class 'list'>,<class 'int'>,4
19658,"[39, 23, 41, 47, 34, 40, 2, 35, 43, 46]",<class 'list'>,<class 'int'>,10
19659,"[21, 13, 9, 17, 17, 49, 35, 28, 48, 41, 47, 13]",<class 'list'>,<class 'int'>,12
19660,"[2, 5, 3, 30, 33, 13, 43, 38, 25, 34, 37]",<class 'list'>,<class 'int'>,11
19661,"[42, 33, 32, 43, 31, 39, 20, 39, 41, 49, 15, 19, 26, 7]",<class 'list'>,<class 'int'>,14
19662,"[24, 29, 1, 42, 13, 38, 13, 4, 25, 39]",<class 'list'>,<class 'int'>,10
19663,"[13, 45, 29, 6, 39, 7, 24, 30, 40, 38, 8]",<class 'list'>,<class 'int'>,11
19664,"[1, 48, 33]",<class 'list'>,<class 'int'>,3
19665,"[25, 28, 38, 39, 34]",<class 'list'>,<class 'int'>,5
19666,"[43, 43, 24, 9, 48, 13, 13, 40, 12, 27, 21]",<class 'list'>,<class 'int'>,11
19667,"[4, 20, 13, 8, 21, 40, 4, 3, 44, 22]",<class 'list'>,<class 'int'>,10
19668,"[13, 25, 44, 46, 38, 27, 32, 46, 20]",<class 'list'>,<class 'int'>,9
19669,"[33, 41, 29, 18, 33, 48, 3, 31]",<class 'list'>,<class 'int'>,8
19670,"[7, 9, 9, 46, 41, 24, 32, 24, 4, 43, 3, 15, 9, 16]",<class 'list'>,<class 'int'>,14
19671,"[31, 2, 11, 35, 21, 19, 20, 7, 34]",<class 'list'>,<class 'int'>,9
19672,"[38, 22, 17, 41, 17, 13]",<class 'list'>,<class 'int'>,6
19673,"[10, 39, 35, 21, 9, 18, 29, 33, 27, 31, 14]",<class 'list'>,<class 'int'>,11
19674,"[33, 6, 37]",<class 'list'>,<class 'int'>,3
19675,"[48, 15, 3, 44, 23, 35, 27, 24, 49, 14, 19, 19, 48, 33]",<class 'list'>,<class 'int'>,14
19676,"[26, 1, 6, 10, 44, 49, 15, 42, 31, 49, 14, 49]",<class 'list'>,<class 'int'>,12
19677,"[47, 32, 19, 48, 15, 36, 22]",<class 'list'>,<class 'int'>,7
19678,"[33, 31, 16, 24, 6, 10]",<class 'list'>,<class 'int'>,6
19679,"[44, 15, 46, 38, 24, 32, 26, 18, 42]",<class 'list'>,<class 'int'>,9
19680,"[16, 23, 31, 37, 26, 7, 20, 27, 6, 14, 13, 37, 25]",<class 'list'>,<class 'int'>,13
19681,"[9, 47, 40, 2, 46, 40, 3, 43]",<class 'list'>,<class 'int'>,8
19682,"[12, 18, 44, 31, 40, 10, 24, 22]",<class 'list'>,<class 'int'>,8
19683,"[44, 43, 45, 39, 5, 2, 29, 18, 46, 46, 18]",<class 'list'>,<class 'int'>,11
19684,"[10, 40, 42, 48]",<class 'list'>,<class 'int'>,4
19685,"[8, 25, 43, 4, 39, 25, 31, 41, 32, 2, 30, 27, 1]",<class 'list'>,<class 'int'>,13
19686,"[9, 13, 33, 48, 46, 48, 2, 38, 11, 14]",<class 'list'>,<class 'int'>,10
19687,"[12, 36, 49, 5]",<class 'list'>,<class 'int'>,4
19688,"[21, 16, 12, 32, 39, 40, 38, 14, 49, 9, 36, 22, 17, 47]",<class 'list'>,<class 'int'>,14
19689,"[28, 28, 8, 16, 4, 11, 20]",<class 'list'>,<class 'int'>,7
19690,"[11, 40, 21, 5, 42, 29, 31, 24, 39, 19]",<class 'list'>,<class 'int'>,10
19691,"[49, 49, 19, 25]",<class 'list'>,<class 'int'>,4
19692,"[23, 17, 30, 47]",<class 'list'>,<class 'int'>,4
19693,"[5, 42, 19, 18, 24, 26, 20, 12, 29, 43, 44, 10]",<class 'list'>,<class 'int'>,12
19694,"[6, 16, 21, 1, 17, 9, 8, 36, 15, 36, 15, 11, 2, 9]",<class 'list'>,<class 'int'>,14
19695,"[41, 2, 32, 40, 13, 13, 42, 34, 40, 24, 47, 26]",<class 'list'>,<class 'int'>,12
19696,"[5, 38, 26, 1, 39, 28, 12]",<class 'list'>,<class 'int'>,7
19697,"[5, 12, 24, 17, 25, 7, 45, 10, 4, 45, 12, 40, 29, 22]",<class 'list'>,<class 'int'>,14
19698,"[46, 43, 9, 3, 7, 24, 49, 5]",<class 'list'>,<class 'int'>,8
19699,"[23, 31, 17, 21, 1, 28]",<class 'list'>,<class 'int'>,6
19700,"[5, 19, 46, 9, 17, 19, 30]",<class 'list'>,<class 'int'>,7
19701,"[40, 26, 4, 19, 37]",<class 'list'>,<class 'int'>,5
19702,"[8, 15, 26, 17, 27, 1, 27, 32, 19, 5, 22, 3]",<class 'list'>,<class 'int'>,12
19703,"[5, 7, 48, 45, 16, 2, 47]",<class 'list'>,<class 'int'>,7
19704,"[9, 21, 38, 29, 49, 34, 46, 8, 23]",<class 'list'>,<class 'int'>,9
19705,"[32, 10, 3, 15, 44, 34, 42, 38, 7]",<class 'list'>,<class 'int'>,9
19706,"[39, 34, 4, 32, 42]",<class 'list'>,<class 'int'>,5
19707,"[19, 33, 17, 20, 3, 21, 23, 29, 4]",<class 'list'>,<class 'int'>,9
19708,"[25, 49, 48, 25, 4, 36, 31, 9]",<class 'list'>,<class 'int'>,8
19709,"[2, 29, 22, 21, 20, 7, 14, 26, 47, 34, 24, 27]",<class 'list'>,<class 'int'>,12
19710,"[10, 42, 22, 47]",<class 'list'>,<class 'int'>,4
19711,"[32, 38, 22, 41, 13, 43, 16, 20, 9]",<class 'list'>,<class 'int'>,9
19712,"[46, 34, 9, 38, 29]",<class 'list'>,<class 'int'>,5
19713,"[41, 49, 20]",<class 'list'>,<class 'int'>,3
