,input,input_type,values_type,size
21191,"[12, 7, 4, 14, 11, 5, 13]",<class 'list'>,<class 'int'>,7
21192,"[1, 1, 1, 1, 7, 4, 7, 0, 9]",<class 'list'>,<class 'int'>,9
21193,"[10, 6, 2]",<class 'list'>,<class 'int'>,3
21194,"[5, 14, 10, 12, 2, 12]",<class 'list'>,<class 'int'>,6
21195,"[8, 9, 7, 12, 12, 7, 9, 11, 6, 1, 10]",<class 'list'>,<class 'int'>,11
21196,"[5, 5, 7, 1, 8, 11, 4, 12, 8, 11, 9, 14, 7, 4]",<class 'list'>,<class 'int'>,14
21197,"[14, 1, 6, 13, 1]",<class 'list'>,<class 'int'>,5
21198,"[6, 5, 14]",<class 'list'>,<class 'int'>,3
21199,"[11, 6, 12, 2, 1, 12, 10, 3, 2, 4, 11, 7, 4, 8]",<class 'list'>,<class 'int'>,14
21200,"[13, 3, 13, 4, 12, 3, 8, 12, 5, 5, 1]",<class 'list'>,<class 'int'>,11
21201,"[6, 2, 8, 5, 12, 13, 12, 3, 10, 13, 13, 2, 3, 11]",<class 'list'>,<class 'int'>,14
21202,"[12, 6, 11, 3, 2, 14, 6, 0, 3, 6, 0, 2]",<class 'list'>,<class 'int'>,12
21203,"[3, 11, 4, 0, 7, 3, 0, 4]",<class 'list'>,<class 'int'>,8
21204,"[7, 3, 0, 6, 8, 0]",<class 'list'>,<class 'int'>,6
21205,"[6, 12, 8, 10]",<class 'list'>,<class 'int'>,4
21206,"[1, 8, 7, 6, 7, 7]",<class 'list'>,<class 'int'>,6
21207,"[3, 1, 6]",<class 'list'>,<class 'int'>,3
21208,"[7, 9, 5, 4, 11]",<class 'list'>,<class 'int'>,5
21209,"[13, 11, 3, 2, 11, 11, 10]",<class 'list'>,<class 'int'>,7
21210,"[12, 12, 13, 8]",<class 'list'>,<class 'int'>,4
21211,"[5, 6, 4, 9, 6, 6, 14, 2, 0]",<class 'list'>,<class 'int'>,9
21212,"[2, 11, 6, 9, 3, 10, 3, 10, 7, 14, 10, 13]",<class 'list'>,<class 'int'>,12
21213,"[8, 8, 11, 8, 13, 2, 12, 11, 12, 3, 6, 4, 2]",<class 'list'>,<class 'int'>,13
21214,"[4, 9, 7, 2, 6, 1, 9, 14]",<class 'list'>,<class 'int'>,8
21215,"[1, 10, 2, 14, 6, 10, 2, 11, 13]",<class 'list'>,<class 'int'>,9
21216,"[8, 1, 9]",<class 'list'>,<class 'int'>,3
21217,"[0, 8, 11]",<class 'list'>,<class 'int'>,3
21218,"[13, 12, 13, 2, 2, 6, 3, 9]",<class 'list'>,<class 'int'>,8
21219,"[7, 5, 7, 6, 10, 10, 7, 8, 10, 7]",<class 'list'>,<class 'int'>,10
21220,"[8, 13, 8, 1, 13, 3, 5, 9, 5]",<class 'list'>,<class 'int'>,9
21221,"[7, 8, 14, 6, 6, 8, 14, 7]",<class 'list'>,<class 'int'>,8
21222,"[2, 11, 9, 9]",<class 'list'>,<class 'int'>,4
21223,"[4, 8, 4, 14, 0, 11, 3, 7, 3]",<class 'list'>,<class 'int'>,9
21224,"[10, 10, 7, 3, 7, 9, 4, 11]",<class 'list'>,<class 'int'>,8
21225,"[2, 7, 10, 14, 0]",<class 'list'>,<class 'int'>,5
21226,"[13, 6, 1, 11]",<class 'list'>,<class 'int'>,4
21227,"[14, 0, 14, 11, 12, 13]",<class 'list'>,<class 'int'>,6
21228,"[14, 7, 12, 12, 7, 11, 13, 0, 2, 13]",<class 'list'>,<class 'int'>,10
21229,"[2, 13, 0, 14, 1, 8, 11, 5, 14, 13, 5, 5]",<class 'list'>,<class 'int'>,12
21230,"[1, 12, 11, 13, 9, 0, 6, 7, 7]",<class 'list'>,<class 'int'>,9
21231,"[5, 12, 4, 11, 13, 14, 3]",<class 'list'>,<class 'int'>,7
21232,"[3, 11, 9, 1]",<class 'list'>,<class 'int'>,4
21233,"[10, 14, 1, 2, 6, 2, 6, 6, 10, 13, 1]",<class 'list'>,<class 'int'>,11
21234,"[0, 6, 0, 11, 10]",<class 'list'>,<class 'int'>,5
21235,"[8, 6, 11, 3, 0, 8]",<class 'list'>,<class 'int'>,6
21236,"[9, 12, 12, 6, 8, 1, 5]",<class 'list'>,<class 'int'>,7
21237,"[10, 2, 1, 5, 14, 7, 7]",<class 'list'>,<class 'int'>,7
21238,"[9, 0, 9, 9, 10, 10, 0, 11, 7, 0]",<class 'list'>,<class 'int'>,10
21239,"[3, 12, 14, 7, 14, 11, 10, 0, 3, 0, 4, 6, 4]",<class 'list'>,<class 'int'>,13
21240,"[14, 9, 11, 6, 10, 3, 10, 9]",<class 'list'>,<class 'int'>,8
21241,"[7, 5, 13, 1, 0, 7]",<class 'list'>,<class 'int'>,6
21242,"[13, 12, 13, 8, 4, 6, 7, 5, 1]",<class 'list'>,<class 'int'>,9
21243,"[13, 13, 10, 14, 6, 13, 6, 9, 8, 12, 8, 9, 12]",<class 'list'>,<class 'int'>,13
21244,"[6, 4, 5]",<class 'list'>,<class 'int'>,3
21245,"[13, 4, 5, 3, 5, 14, 0, 10]",<class 'list'>,<class 'int'>,8
21246,"[6, 1, 4, 11, 6, 1, 3, 2, 2, 8]",<class 'list'>,<class 'int'>,10
21247,"[14, 4, 3, 4, 1, 9, 9, 8, 4, 11, 6, 13, 7, 10]",<class 'list'>,<class 'int'>,14
21248,"[6, 3, 12, 2, 14, 2, 0, 7]",<class 'list'>,<class 'int'>,8
21249,"[14, 5, 8, 0, 5, 2, 4]",<class 'list'>,<class 'int'>,7
21250,"[0, 13, 1, 12, 13, 1, 3, 11, 6, 6, 13]",<class 'list'>,<class 'int'>,11
21251,"[0, 2, 2, 10, 9, 10, 10]",<class 'list'>,<class 'int'>,7
21252,"[3, 14, 9, 9, 6]",<class 'list'>,<class 'int'>,5
21253,"[13, 8, 13, 3]",<class 'list'>,<class 'int'>,4
21254,"[12, 3, 14, 3, 3, 0, 0]",<class 'list'>,<class 'int'>,7
21255,"[9, 8, 10]",<class 'list'>,<class 'int'>,3
21256,"[8, 0, 4, 12, 6, 11, 10, 10, 7, 0, 7, 4, 7, 11]",<class 'list'>,<class 'int'>,14
21257,"[5, 0, 13, 12, 6, 1, 10, 4, 7, 0]",<class 'list'>,<class 'int'>,10
21258,"[8, 1, 3, 0, 8, 2]",<class 'list'>,<class 'int'>,6
21259,"[2, 1, 7, 1, 9, 14, 9, 11]",<class 'list'>,<class 'int'>,8
21260,"[11, 6, 6, 12, 5, 6, 1, 5, 12, 7, 0, 0, 12, 7]",<class 'list'>,<class 'int'>,14
21261,"[7, 7, 5, 4, 6, 4, 9, 0]",<class 'list'>,<class 'int'>,8
21262,"[13, 4, 7, 0, 12, 7, 11, 12, 4]",<class 'list'>,<class 'int'>,9
21263,"[8, 1, 5, 14, 5, 13, 4, 1, 1, 3, 3, 11, 0]",<class 'list'>,<class 'int'>,13
21264,"[4, 8, 0, 12, 6, 2, 3, 7, 14, 2, 13, 8]",<class 'list'>,<class 'int'>,12
21265,"[10, 12, 13]",<class 'list'>,<class 'int'>,3
21266,"[2, 4, 14, 10, 3, 9, 13, 10, 7, 11, 0, 12]",<class 'list'>,<class 'int'>,12
21267,"[6, 3, 14, 8, 5]",<class 'list'>,<class 'int'>,5
21268,"[7, 13, 10, 0, 0, 12, 14, 11]",<class 'list'>,<class 'int'>,8
21269,"[1, 1, 10, 10, 3]",<class 'list'>,<class 'int'>,5
21270,"[4, 11, 2, 4]",<class 'list'>,<class 'int'>,4
21271,"[11, 7, 5, 7, 0]",<class 'list'>,<class 'int'>,5
21272,"[8, 6, 3, 1, 12, 10, 12, 10]",<class 'list'>,<class 'int'>,8
21273,"[2, 10, 11, 0, 11, 14, 3]",<class 'list'>,<class 'int'>,7
21274,"[3, 5, 12, 11, 6, 10, 8, 1]",<class 'list'>,<class 'int'>,8
21275,"[14, 13, 5, 5, 1]",<class 'list'>,<class 'int'>,5
21276,"[0, 3, 4, 7, 4, 0, 11, 14, 2, 0, 14, 4, 13, 1]",<class 'list'>,<class 'int'>,14
21277,"[11, 10, 14, 12, 2, 14, 0, 14, 7, 9, 6, 1, 4]",<class 'list'>,<class 'int'>,13
21278,"[5, 9, 7, 1, 0, 6, 2, 10, 14, 4, 3, 14]",<class 'list'>,<class 'int'>,12
21279,"[0, 2, 4, 8, 4, 1]",<class 'list'>,<class 'int'>,6
21280,"[2, 11, 14, 10, 7, 10, 0, 6]",<class 'list'>,<class 'int'>,8
21281,"[14, 1, 12, 0, 2, 3, 5, 6, 6, 7, 5, 13]",<class 'list'>,<class 'int'>,12
21282,"[5, 12, 12, 8, 13, 11, 8, 2, 3, 4, 13, 12]",<class 'list'>,<class 'int'>,12
21283,"[1, 3, 0]",<class 'list'>,<class 'int'>,3
21284,"[11, 11, 11, 10, 6, 10, 4, 7, 9, 10, 5]",<class 'list'>,<class 'int'>,11
21285,"[4, 2, 7, 10]",<class 'list'>,<class 'int'>,4
21286,"[12, 14, 8, 5, 8, 0, 8, 14, 14, 0]",<class 'list'>,<class 'int'>,10
21287,"[2, 3, 1]",<class 'list'>,<class 'int'>,3
21288,"[14, 6, 8, 2, 3, 9, 1, 5, 13]",<class 'list'>,<class 'int'>,9
21289,"[7, 13, 10, 5]",<class 'list'>,<class 'int'>,4
21290,"[1, 1, 1, 3, 2, 14, 13, 5, 4, 10, 7, 1]",<class 'list'>,<class 'int'>,12
21291,"[14, 0, 7, 7, 13, 12, 8, 0, 3, 12, 0, 0, 7]",<class 'list'>,<class 'int'>,13
21292,"[0, 2, 14, 10, 1, 14]",<class 'list'>,<class 'int'>,6
21293,"[9, 14, 5, 2, 3, 8, 8, 10, 13]",<class 'list'>,<class 'int'>,9
21294,"[14, 9, 11, 4, 13, 10]",<class 'list'>,<class 'int'>,6
21295,"[3, 1, 1, 2, 14, 11]",<class 'list'>,<class 'int'>,6
21296,"[1, 13, 6, 2, 4, 7, 5, 10, 0, 3, 3, 1]",<class 'list'>,<class 'int'>,12
21297,"[6, 3, 0, 10, 2, 9, 1]",<class 'list'>,<class 'int'>,7
21298,"[0, 10, 12, 5, 10, 6, 6, 2]",<class 'list'>,<class 'int'>,8
21299,"[7, 13, 10, 5]",<class 'list'>,<class 'int'>,4
21300,"[6, 4, 0, 5, 1, 3, 0, 6, 8, 5]",<class 'list'>,<class 'int'>,10
21301,"[10, 13, 11, 6]",<class 'list'>,<class 'int'>,4
21302,"[10, 8, 4, 12]",<class 'list'>,<class 'int'>,4
21303,"[9, 13, 9]",<class 'list'>,<class 'int'>,3
21304,"[11, 7, 11, 10, 9, 5, 14, 0, 14]",<class 'list'>,<class 'int'>,9
21305,"[13, 14, 5, 10, 13, 12, 11, 4, 2, 11, 7, 6, 4]",<class 'list'>,<class 'int'>,13
21306,"[10, 9, 8, 11, 3, 6, 14, 4, 9, 4, 8, 11, 11, 9]",<class 'list'>,<class 'int'>,14
21307,"[5, 4, 3, 7, 14, 11, 14, 6, 2, 1, 4, 11, 7, 2]",<class 'list'>,<class 'int'>,14
21308,"[3, 4, 10, 11, 0, 11, 14, 12, 9, 5, 11, 10, 6, 6]",<class 'list'>,<class 'int'>,14
21309,"[0, 12, 2, 5, 8, 1, 9, 11, 10, 13]",<class 'list'>,<class 'int'>,10
21310,"[12, 13, 13, 0, 0, 7, 14, 8, 2, 3, 1, 2, 2, 6]",<class 'list'>,<class 'int'>,14
21311,"[13, 8, 3, 9, 7, 10, 10]",<class 'list'>,<class 'int'>,7
21312,"[7, 3, 6, 0, 13, 5, 0, 10, 13, 6]",<class 'list'>,<class 'int'>,10
21313,"[7, 6, 9, 1, 0, 10]",<class 'list'>,<class 'int'>,6
21314,"[7, 9, 1, 4, 8, 13, 14, 1, 9, 10, 14, 3, 8]",<class 'list'>,<class 'int'>,13
21315,"[14, 5, 9]",<class 'list'>,<class 'int'>,3
21316,"[0, 2, 4, 7, 5, 9, 1, 2, 13, 14]",<class 'list'>,<class 'int'>,10
21317,"[6, 6, 11, 4, 3, 10, 14, 12]",<class 'list'>,<class 'int'>,8
21318,"[5, 5, 5, 14]",<class 'list'>,<class 'int'>,4
21319,"[11, 12, 5, 9, 10, 8, 5, 7]",<class 'list'>,<class 'int'>,8
21320,"[6, 6, 9, 12, 6, 5, 3, 6, 7, 6]",<class 'list'>,<class 'int'>,10
21321,"[12, 4, 14, 9, 9, 0, 11, 1, 6, 9, 2, 9]",<class 'list'>,<class 'int'>,12
21322,"[14, 5, 6, 14, 3, 4, 1, 1, 1, 4]",<class 'list'>,<class 'int'>,10
21323,"[9, 4, 4, 8]",<class 'list'>,<class 'int'>,4
21324,"[7, 13, 9, 6, 6]",<class 'list'>,<class 'int'>,5
21325,"[2, 10, 13, 6, 10, 3, 13, 4, 0, 8]",<class 'list'>,<class 'int'>,10
21326,"[7, 7, 13, 3, 8, 3, 12, 7, 3, 9, 8, 5]",<class 'list'>,<class 'int'>,12
21327,"[12, 12, 11, 9, 10, 3]",<class 'list'>,<class 'int'>,6
21328,"[7, 8, 12, 9, 7, 6, 4, 9, 10, 6]",<class 'list'>,<class 'int'>,10
21329,"[6, 6, 3, 4, 1]",<class 'list'>,<class 'int'>,5
21330,"[0, 0, 13, 2, 13, 5, 8, 1, 8, 2]",<class 'list'>,<class 'int'>,10
21331,"[7, 1, 4, 13]",<class 'list'>,<class 'int'>,4
21332,"[5, 1, 3, 5, 12, 14, 7, 13, 0, 0, 6, 11, 2, 6]",<class 'list'>,<class 'int'>,14
21333,"[14, 4, 2, 6, 1, 12, 2, 11, 12]",<class 'list'>,<class 'int'>,9
21334,"[13, 8, 3, 5]",<class 'list'>,<class 'int'>,4
21335,"[2, 6, 1, 13, 11, 7, 1, 14, 4, 1, 7, 0, 8]",<class 'list'>,<class 'int'>,13
21336,"[3, 6, 11, 7]",<class 'list'>,<class 'int'>,4
21337,"[7, 6, 3, 11, 11, 10]",<class 'list'>,<class 'int'>,6
21338,"[6, 3, 11, 1, 9, 0, 12, 8, 4, 3, 0]",<class 'list'>,<class 'int'>,11
21339,"[13, 8, 8, 9, 13]",<class 'list'>,<class 'int'>,5
21340,"[3, 12, 2, 8, 6, 0]",<class 'list'>,<class 'int'>,6
21341,"[6, 6, 14, 0, 10, 10, 7, 8]",<class 'list'>,<class 'int'>,8
21342,"[13, 2, 2, 3]",<class 'list'>,<class 'int'>,4
21343,"[5, 1, 9, 12, 13, 14, 5, 7, 0]",<class 'list'>,<class 'int'>,9
21344,"[4, 11, 10]",<class 'list'>,<class 'int'>,3
21345,"[5, 4, 1, 1, 7, 2, 3, 7]",<class 'list'>,<class 'int'>,8
21346,"[9, 13, 8, 6, 7, 9, 8, 11, 3, 9, 13]",<class 'list'>,<class 'int'>,11
21347,"[10, 4, 5, 0, 3, 4, 1, 9]",<class 'list'>,<class 'int'>,8
21348,"[1, 5, 0, 6, 1, 0, 2, 0, 4, 7, 14, 12, 4]",<class 'list'>,<class 'int'>,13
21349,"[2, 5, 7, 13, 3, 12, 9, 5, 2, 14, 9, 11, 11]",<class 'list'>,<class 'int'>,13
21350,"[4, 13, 5, 0, 6, 12, 12, 14, 12, 4]",<class 'list'>,<class 'int'>,10
21351,"[9, 10, 4, 0, 8, 1, 11, 2, 13, 3, 13, 9, 8, 4]",<class 'list'>,<class 'int'>,14
21352,"[14, 2, 12, 4, 0, 14]",<class 'list'>,<class 'int'>,6
21353,"[4, 9, 5, 2, 13, 3, 3, 8, 14, 9, 3, 6]",<class 'list'>,<class 'int'>,12
21354,"[2, 5, 10, 6, 10, 2, 8, 10, 4, 5]",<class 'list'>,<class 'int'>,10
21355,"[7, 7, 3, 11, 8, 2]",<class 'list'>,<class 'int'>,6
21356,"[0, 12, 8, 14, 9, 14, 14, 6, 8, 12]",<class 'list'>,<class 'int'>,10
21357,"[3, 11, 14, 1, 12, 10, 10, 6, 11, 12, 7, 3]",<class 'list'>,<class 'int'>,12
21358,"[14, 12, 8, 2, 3, 10, 1, 4, 3, 4, 0, 4, 9]",<class 'list'>,<class 'int'>,13
21359,"[6, 4, 14, 4, 6, 0, 7, 1, 4]",<class 'list'>,<class 'int'>,9
21360,"[7, 1, 10, 1, 0, 8, 6, 14, 7, 14, 10, 14, 10]",<class 'list'>,<class 'int'>,13
21361,"[9, 13, 14, 4, 0, 9, 14]",<class 'list'>,<class 'int'>,7
21362,"[8, 12, 5, 1, 5, 1, 0, 7, 4, 1, 4, 10, 9, 9]",<class 'list'>,<class 'int'>,14
21363,"[4, 6, 5, 9, 4, 1, 0, 4, 7, 2, 3]",<class 'list'>,<class 'int'>,11
21364,"[14, 12, 9, 13, 11, 4, 13]",<class 'list'>,<class 'int'>,7
21365,"[9, 9, 12, 9, 10, 7, 0, 0, 13, 9, 4, 1]",<class 'list'>,<class 'int'>,12
21366,"[5, 13, 13, 12, 11, 5, 0, 8, 12, 9, 4, 7, 0, 11]",<class 'list'>,<class 'int'>,14
21367,"[8, 13, 12, 12, 2, 14, 2, 0, 5, 11, 14, 7, 7]",<class 'list'>,<class 'int'>,13
21368,"[4, 2, 10, 4, 4]",<class 'list'>,<class 'int'>,5
21369,"[1, 12, 6, 12, 7, 8, 3, 14]",<class 'list'>,<class 'int'>,8
21370,"[6, 12, 14, 0, 6, 8]",<class 'list'>,<class 'int'>,6
21371,"[7, 7, 5]",<class 'list'>,<class 'int'>,3
21372,"[8, 4, 2, 1, 8, 2, 2, 14, 2, 0, 11, 10, 6, 3]",<class 'list'>,<class 'int'>,14
21373,"[4, 13, 4, 6, 0, 4, 2, 13, 8, 9, 3, 8, 8]",<class 'list'>,<class 'int'>,13
21374,"[0, 7, 11, 0, 9, 5, 5, 14, 3, 13]",<class 'list'>,<class 'int'>,10
21375,"[9, 8, 4, 7]",<class 'list'>,<class 'int'>,4
21376,"[5, 3, 13]",<class 'list'>,<class 'int'>,3
21377,"[14, 12, 10, 13]",<class 'list'>,<class 'int'>,4
21378,"[1, 11, 8, 3, 12, 0, 11, 14, 8, 11, 0, 4]",<class 'list'>,<class 'int'>,12
21379,"[3, 1, 0, 14, 1, 14]",<class 'list'>,<class 'int'>,6
21380,"[4, 8, 6, 9, 10, 4, 14, 10, 5, 5, 12, 5]",<class 'list'>,<class 'int'>,12
21381,"[9, 1, 7, 7, 5, 5, 2]",<class 'list'>,<class 'int'>,7
21382,"[7, 1, 13, 14, 8, 4, 7, 5, 12, 4, 3]",<class 'list'>,<class 'int'>,11
21383,"[13, 8, 0, 13, 11, 7, 14, 5]",<class 'list'>,<class 'int'>,8
21384,"[4, 12, 13, 13]",<class 'list'>,<class 'int'>,4
21385,"[8, 11, 5, 3, 11, 6, 12, 14, 12, 8]",<class 'list'>,<class 'int'>,10
21386,"[14, 9, 7, 7, 7, 5, 5, 2, 3, 11, 9, 13, 12, 6]",<class 'list'>,<class 'int'>,14
21387,"[9, 1, 6, 14, 0, 10]",<class 'list'>,<class 'int'>,6
21388,"[3, 8, 10]",<class 'list'>,<class 'int'>,3
21389,"[1, 8, 8, 9, 4, 8, 5, 10, 10, 5, 13, 10, 6]",<class 'list'>,<class 'int'>,13
21390,"[0, 9, 3, 9, 0, 2]",<class 'list'>,<class 'int'>,6
21391,"[14, 4, 14, 9, 5, 2]",<class 'list'>,<class 'int'>,6
21392,"[11, 8, 5, 5, 10, 14, 2]",<class 'list'>,<class 'int'>,7
21393,"[2, 3, 13, 2, 14, 14, 4, 2, 8, 10]",<class 'list'>,<class 'int'>,10
21394,"[13, 8, 10, 10, 14, 9, 12, 10, 0]",<class 'list'>,<class 'int'>,9
21395,"[3, 10, 10, 9]",<class 'list'>,<class 'int'>,4
21396,"[8, 8, 1]",<class 'list'>,<class 'int'>,3
21397,"[12, 0, 8, 6, 9, 13, 11]",<class 'list'>,<class 'int'>,7
21398,"[6, 9, 14, 14, 7, 14]",<class 'list'>,<class 'int'>,6
21399,"[0, 1, 9, 5, 7]",<class 'list'>,<class 'int'>,5
21400,"[5, 14, 7]",<class 'list'>,<class 'int'>,3
21401,"[3, 1, 12, 9, 11, 0, 10, 13, 13, 3, 3, 10]",<class 'list'>,<class 'int'>,12
21402,"[0, 4, 7, 2, 14]",<class 'list'>,<class 'int'>,5
21403,"[12, 5, 2, 5, 6, 14, 6, 12, 5]",<class 'list'>,<class 'int'>,9
21404,"[6, 4, 11, 1, 10, 4, 2, 4]",<class 'list'>,<class 'int'>,8
21405,"[9, 10, 3, 1, 1, 8]",<class 'list'>,<class 'int'>,6
21406,"[4, 10, 5]",<class 'list'>,<class 'int'>,3
21407,"[8, 0, 9, 3, 3]",<class 'list'>,<class 'int'>,5
21408,"[10, 0, 3, 3, 11, 13]",<class 'list'>,<class 'int'>,6
21409,"[1, 1, 14]",<class 'list'>,<class 'int'>,3
21410,"[8, 13, 14, 9, 0, 1, 11]",<class 'list'>,<class 'int'>,7
21411,"[8, 0, 1, 7, 3, 1, 12, 8]",<class 'list'>,<class 'int'>,8
21412,"[6, 10, 5, 10, 13, 14, 10, 12, 2, 10, 1, 3, 1, 6]",<class 'list'>,<class 'int'>,14
21413,"[7, 1, 8, 0, 13, 14, 12, 9, 12, 6, 4]",<class 'list'>,<class 'int'>,11
21414,"[6, 9, 7]",<class 'list'>,<class 'int'>,3
21415,"[12, 2, 11, 12, 12, 6, 13, 7, 9, 5, 11, 0]",<class 'list'>,<class 'int'>,12
21416,"[7, 11, 0]",<class 'list'>,<class 'int'>,3
21417,"[14, 0, 5, 11, 7, 2, 13, 11, 4, 2, 3, 2, 3, 11]",<class 'list'>,<class 'int'>,14
21418,"[3, 4, 9, 6, 14, 10, 3, 5, 11, 10, 3, 1, 3, 14]",<class 'list'>,<class 'int'>,14
21419,"[2, 12, 3, 10, 11, 4, 7, 2, 2]",<class 'list'>,<class 'int'>,9
21420,"[11, 7, 1, 11, 1]",<class 'list'>,<class 'int'>,5
21421,"[7, 4, 8, 6, 12, 10, 11, 4, 3, 8, 12]",<class 'list'>,<class 'int'>,11
21422,"[6, 1, 3, 13, 9, 13, 8, 10, 8]",<class 'list'>,<class 'int'>,9
21423,"[13, 7, 10, 6, 2, 14, 0, 2, 2, 10, 3]",<class 'list'>,<class 'int'>,11
21424,"[8, 11, 3, 12, 5]",<class 'list'>,<class 'int'>,5
21425,"[9, 13, 1, 13, 4, 0]",<class 'list'>,<class 'int'>,6
21426,"[8, 5, 4, 6, 2, 1, 12, 2, 3]",<class 'list'>,<class 'int'>,9
21427,"[6, 8, 12, 4, 4, 3, 9, 1, 11, 6, 12, 6, 4]",<class 'list'>,<class 'int'>,13
21428,"[1, 5, 3, 11, 11, 6, 10, 3, 3, 5, 6, 12, 10, 9]",<class 'list'>,<class 'int'>,14
21429,"[10, 14, 4, 8, 3]",<class 'list'>,<class 'int'>,5
21430,"[0, 8, 13, 2, 1, 4]",<class 'list'>,<class 'int'>,6
21431,"[10, 1, 8, 7, 6, 9, 9, 5]",<class 'list'>,<class 'int'>,8
21432,"[6, 9, 13, 9, 11, 9, 13, 11]",<class 'list'>,<class 'int'>,8
21433,"[10, 3, 10, 1, 6, 14, 7, 9, 1, 4, 12, 7]",<class 'list'>,<class 'int'>,12
21434,"[13, 8, 1, 0, 11, 10]",<class 'list'>,<class 'int'>,6
21435,"[11, 6, 14, 7, 11, 11, 10, 13, 7]",<class 'list'>,<class 'int'>,9
21436,"[6, 9, 10, 3, 6, 14, 7, 10, 9, 5, 14, 4]",<class 'list'>,<class 'int'>,12
21437,"[10, 9, 6, 12, 10, 8, 5, 11, 3, 14, 4]",<class 'list'>,<class 'int'>,11
21438,"[4, 6, 0, 9, 8, 1, 5, 8, 2, 12, 14, 11]",<class 'list'>,<class 'int'>,12
21439,"[9, 6, 2, 12, 8, 12, 0, 5, 1, 7, 11, 3, 14]",<class 'list'>,<class 'int'>,13
21440,"[4, 5, 10, 4, 2, 7, 10, 9, 14, 11]",<class 'list'>,<class 'int'>,10
21441,"[2, 11, 9, 10, 2, 6, 3, 13]",<class 'list'>,<class 'int'>,8
21442,"[8, 1, 3, 10, 8]",<class 'list'>,<class 'int'>,5
21443,"[13, 3, 11, 10, 10, 0, 10, 8, 13, 10, 0, 5, 14]",<class 'list'>,<class 'int'>,13
21444,"[1, 4, 7, 5, 3, 7, 4]",<class 'list'>,<class 'int'>,7
21445,"[6, 14, 14, 2, 12, 8, 11, 13, 3, 4, 4, 11, 10, 0]",<class 'list'>,<class 'int'>,14
21446,"[0, 12, 6, 4, 3, 8, 5, 1, 1, 1, 12, 14, 10, 2]",<class 'list'>,<class 'int'>,14
21447,"[1, 6, 13, 13, 6, 13, 12, 11, 2, 13, 2, 12, 5]",<class 'list'>,<class 'int'>,13
21448,"[4, 10, 6, 7, 6, 1, 7, 6, 14, 10, 14, 12, 2]",<class 'list'>,<class 'int'>,13
21449,"[10, 13, 2, 6, 10, 3, 14, 9, 8]",<class 'list'>,<class 'int'>,9
21450,"[1, 5, 0, 7, 11, 0, 9, 9]",<class 'list'>,<class 'int'>,8
21451,"[14, 7, 11, 14, 3, 13, 0, 1, 6, 12, 4]",<class 'list'>,<class 'int'>,11
21452,"[3, 9, 2, 10, 8, 4, 0]",<class 'list'>,<class 'int'>,7
21453,"[13, 3, 13, 9, 7, 6, 5, 11]",<class 'list'>,<class 'int'>,8
21454,"[0, 11, 8, 12, 0, 7, 9]",<class 'list'>,<class 'int'>,7
21455,"[0, 11, 8, 7]",<class 'list'>,<class 'int'>,4
21456,"[11, 2, 12]",<class 'list'>,<class 'int'>,3
21457,"[2, 10, 9, 3, 6, 10, 7, 10, 4, 6, 5, 6, 3]",<class 'list'>,<class 'int'>,13
21458,"[2, 11, 13, 0, 11, 7, 1, 0, 9, 4, 4, 12, 11, 14]",<class 'list'>,<class 'int'>,14
21459,"[0, 0, 13, 7, 3, 5, 4]",<class 'list'>,<class 'int'>,7
21460,"[13, 10, 14, 1, 6, 6, 9, 14, 11, 7, 9]",<class 'list'>,<class 'int'>,11
21461,"[8, 11, 8, 4, 14, 2, 1, 6, 12, 11, 1, 13, 8]",<class 'list'>,<class 'int'>,13
21462,"[10, 13, 4, 2, 4, 5, 11]",<class 'list'>,<class 'int'>,7
21463,"[2, 5, 12, 1, 6, 10, 8, 3, 9, 4, 7, 3, 8]",<class 'list'>,<class 'int'>,13
21464,"[11, 10, 8]",<class 'list'>,<class 'int'>,3
21465,"[7, 8, 3, 10, 3]",<class 'list'>,<class 'int'>,5
21466,"[5, 10, 10, 14, 1, 6, 2, 12, 8, 4, 4]",<class 'list'>,<class 'int'>,11
21467,"[8, 4, 4, 2, 12, 11, 10, 2]",<class 'list'>,<class 'int'>,8
21468,"[2, 7, 8]",<class 'list'>,<class 'int'>,3
21469,"[3, 4, 8]",<class 'list'>,<class 'int'>,3
21470,"[0, 1, 1, 3, 1, 10, 10, 9, 9, 2, 8]",<class 'list'>,<class 'int'>,11
21471,"[7, 9, 12, 0, 13, 7, 3]",<class 'list'>,<class 'int'>,7
21472,"[3, 6, 3, 14]",<class 'list'>,<class 'int'>,4
21473,"[9, 3, 7, 2, 10, 10, 0, 13]",<class 'list'>,<class 'int'>,8
21474,"[8, 2, 2, 9, 5, 11]",<class 'list'>,<class 'int'>,6
21475,"[12, 2, 1, 4, 8]",<class 'list'>,<class 'int'>,5
21476,"[1, 2, 6]",<class 'list'>,<class 'int'>,3
21477,"[1, 8, 0, 14]",<class 'list'>,<class 'int'>,4
21478,"[10, 11, 14, 7]",<class 'list'>,<class 'int'>,4
21479,"[14, 6, 3, 11, 12, 0, 0, 3, 5, 9, 5, 10]",<class 'list'>,<class 'int'>,12
21480,"[0, 9, 2, 4, 13, 2, 8]",<class 'list'>,<class 'int'>,7
21481,"[6, 7, 2, 14, 10, 2, 7, 3, 7, 14, 8, 8, 9, 1]",<class 'list'>,<class 'int'>,14
